source_file,direction,source_term,context,proposed_translation,term_type,status,notes
sirukathaigal/maelathikari.md,tamil_to_english,"காலை கழுவிக் குடிக்கிற புத்தி","Kodandan condemns extreme servility toward Brahmin authority","the mentality of washing their feet and drinking the water",servility_idiom,approved,"The deliberately harsh ritual image is retained."
sirukathaigal/maelathikari.md,tamil_to_english,"கால் செருப்பாக","Kodandan rejects abject submission to officers","become the shoes on an officer's feet",servility_metaphor,approved,"Literal metaphor retained for rhetorical force."
sirukathaigal/rajapart.md,tamil_to_english,ராஜபார்ட்,"Rangadurai's leading stage role and honorific",Rajapart,period_theatre_term,approved,"Retained as a distinctive title from Tamil company theatre and explained in the notes."
sirukathaigal/rajapart.md,tamil_to_english,பாகவதர்,"Honorific for the accomplished singer-actor Rangadurai",Bhagavathar,musical_honorific,approved,"Transliterated because 'singer' alone loses its historical prestige."
sirukathaigal/rajapart.md,tamil_to_english,"ராக ஆலாபன",Rangadurai's advertised Carnatic musical accomplishment,raga alapana,music_term,approved,"Standard Carnatic term retained."
sirukathaigal/rajapart.md,tamil_to_english,கலாகேசரி,"Title Rangadurai bestows on Gurumoorthi",Kalakesari,honorific,approved,"Retained as an invented or ceremonial arts title whose mutual conferral is part of the satire."
sirukathaigal/rajapart.md,tamil_to_english,"டபுள் ராயல் / சிங்கிள் ராயல் / ஆறு ராயல்",Large period poster sizes,"double royal / single royal / six-royal",printing_term,contextual,"Retained rather than converted because the mounting scale of publicity matters more than modern dimensions."
sirukathaigal/rajapart.md,tamil_to_english,"விஷ விதை / விஷப் பயிர் / விஷ விவசாயிகள்","Intermediaries create distrust between Gurumoorthi and Rangadurai","poison seed / poison crop / poison farmers",extended_metaphor,approved,"Agricultural sequence preserved consistently through ploughing, sowing, crop, and harvest."
sirukathaigal/rajapart.md,tamil_to_english,சாரீரம்,"Quality and resources of a trained singing voice",voice,music_term,contextual,"Rendered naturally as voice or vocal wealth according to context."
sirukathaigal/rajapart.md,tamil_to_english,"சுரஸ்தானம் தவறி","An actor misses the correct musical pitch",miss the proper note,Carnatic_music_term,approved,"Conveys the final moment that makes Gurumoorthi remember Rangadurai's artistry."
sirukathaigal/sollathathu.md,tamil_to_english,சொல்லாதது,"Title and repeated narrative device across every concealed thought and event",What Was Not Said,title_and_refrain,approved,"Recurring forms of 'did not say' and 'was not told' preserve the structural refrain."
sirukathaigal/sollathathu.md,tamil_to_english,காரணப் பெயர்,"Sundari's name literally matches her beauty",descriptive name,grammar_term,approved,"Rendered for sense rather than as the technical literal phrase 'causal name.'"
sirukathaigal/sollathathu.md,tamil_to_english,கிருகலட்சுமி,"Logu Mudali imagines Sundari as the auspicious woman of his household",Lakshmi of the household,cultural_metaphor,contextual,"Retains the domestic-goddess image while making its function clear."
sirukathaigal/sollathathu.md,tamil_to_english,வேலி,"Extent of Logu Mudali's mortgaged land",veli,land_measure,approved,"Historical Tamil land unit retained because no fixed modern conversion is reliable without locality."
sirukathaigal/sollathathu.md,tamil_to_english,தாலி,"Pendant tied by Sundari's mother to create the appearance of marriage",tali,marriage_symbol,approved,"Retained and explained because it drives both the concealment and reunion."
sirukathaigal/sollathathu.md,tamil_to_english,அக்கரை,"False and later true claim that Sundari's husband lives abroad",the far shore / overseas,spatial_wordplay,contextual,"The story contrasts அக்கரை and இக்கரை when Kanagu returns from Burma."
sirukathaigal/sollathathu.md,tamil_to_english,தீவாந்திர சிட்சை,"Kanagu describes his years of exile as punishment",transportation for life,legal_historical_idiom,contextual,"Preserves the mock-penal exaggeration in the lovers' teasing."
sirukathaigal/sollathathu.md,tamil_to_english,"காவேரியில் ஸ்நானம் செய்த கனகனின் கதை","Final secret Sundari never tells the child",the story of Kanagu bathing in the Kaveri,wordplay,unresolved,"Rendered literally; it appears to play on Kaveri's name and Kanagu's concealed marital/sexual history without making the implication explicit."
sirukathaigal/pavalapaspam.md,tamil_to_english,பவழபஸ்பம்,"Medicinal preparation needed by sick refugees and made possible by Maruthavalli's coral necklaces",coral bhasma,title_and_medicine,approved,"Bhasma is retained and explained as calcined medicinal coral."
sirukathaigal/pavalapaspam.md,tamil_to_english,"மக்கள் மன்றம்","Reform association linking social equality and Buddhist teaching",People's Forum,political_institution,approved,"Capitalized as the story's named organization."
sirukathaigal/pavalapaspam.md,tamil_to_english,"புராதன மார்க்கம் / புதிய மார்க்கம்","Competing religious-political orders",ancient faith / new path,political_religious_labels,contextual,"Narrative labels retained consistently; the new path is Buddhism and the old is orthodox Vedic/Sanatana authority."
sirukathaigal/pavalapaspam.md,tamil_to_english,அன்னக்காவடி,"Destitute dependants and food-bowl mendicants around Maruthavalli",food-bowl mendicant,cultural_term,contextual,"Expanded where needed to distinguish helpless refugees from ordained monks."
sirukathaigal/pavalapaspam.md,tamil_to_english,"மரத்தடி மடாலயம்","Relief community expelled from a temple and established beneath a tree",monastery beneath the tree,political_image,approved,"Preserves the contrast with Maruthavalli's former mansion."
sirukathaigal/pavalapaspam.md,tamil_to_english,"தீவினை அவள் உருவில்","Dhanappan blames Navakodiar's danger on Maruthavalli",your evil deed has assumed her form,rhetorical_metaphor,contextual,"Kept close to the corrupt official's deliberately moralizing language."
sirukathaigal/pavalapaspam.md,tamil_to_english,"பூதேவர்","Priests remembering their former privileged status",gods upon earth,priestly_title,approved,"Literal sense retained to expose the social claim embedded in the title."
sirukathaigal/pavalapaspam.md,tamil_to_english,"விஷம் வென்று விட்டது","Closing statement after Maruthavalli's death",poison had triumphed,closing_metaphor,approved,"Retains the layered reference to suicide poison and systemic corruption."
sirukathaigal/vaelai_pochu.md,tamil_to_english,"வேலை போச்சு / வேளை போச்சு","Velatha's complaint and Thambi's triumphant reply","the job is gone / the bad time is gone",wordplay,approved,"The closing joke turns வேலை (job) into வேளை (time or fortune); both senses are made explicit."
sirukathaigal/vaelai_pochu.md,tamil_to_english,"சாமி காவடியானந்தர் / காமி சாவடியானந்தர்","A typesetting error that proves true when the supposed ascetic meets Pachai at midnight","Swami Kavadiyanandar / lustful man of the rest house",wordplay,contextual,"Transliteration is paired with a gloss because English cannot reproduce both sound changes."
